timestamps,TP9,AF7,AF8,TP10,Right AUX
1676160252.395,6.348,-11.719,-39.062,1.465,0.000
1676160252.399,7.812,-13.184,-34.668,0.977,0.000
1676160252.403,-30.762,-20.508,-40.527,-41.016,0.000
1676160252.407,-32.715,-20.508,-37.598,-45.410,0.000
1676160252.411,7.812,-12.695,-29.785,0.488,0.000
1676160252.415,9.766,-17.090,-41.016,4.395,0.000
1676160252.419,-32.227,-20.508,-51.758,-46.875,0.000
1676160252.423,-34.668,-16.602,-33.691,-57.129,0.000
1676160252.427,-6.836,-13.672,-27.832,-17.578,0.000
1676160252.431,9.766,-14.648,-37.598,-6.348,0.000
1676160252.434,-2.441,-19.043,-35.645,-28.320,0.000
1676160252.438,-25.879,-16.113,-36.621,-37.109,0.000
1676160252.442,-12.207,-12.207,-43.945,-10.742,0.000
1676160252.446,6.348,-13.672,-40.527,11.719,0.000
1676160252.450,-11.719,-18.555,-40.039,-14.648,0.000
1676160252.454,-36.621,-20.020,-36.133,-45.898,0.000
1676160252.458,-26.367,-24.902,-32.227,-18.555,0.000
1676160252.462,-11.230,-33.203,-40.527,0.488,0.000
1676160252.466,-13.184,-33.691,-44.434,-9.277,0.000
1676160252.470,-26.367,-23.926,-41.016,-42.480,0.000
1676160252.473,-35.645,-19.531,-36.621,-55.664,0.000
1676160252.477,-20.996,-27.344,-43.945,-21.484,0.000
1676160252.481,-5.859,-24.414,-42.480,-0.488,0.000
1676160252.485,-16.113,-14.648,-33.691,-21.484,0.000
1676160252.489,-33.203,-14.648,-38.086,-41.992,0.000
1676160252.493,-16.602,-21.973,-41.016,-16.602,0.000
1676160252.497,3.418,-18.555,-43.457,8.789,0.000
1676160252.501,-12.207,-15.625,-45.410,-10.254,0.000
1676160252.505,-37.109,-25.879,-44.922,-44.434,0.000
1676160252.509,-25.879,-28.320,-46.387,-39.062,0.000
1676160252.513,-5.859,-26.367,-50.781,-5.859,0.000
1676160252.516,-18.555,-25.391,-47.852,-16.602,0.000
1676160252.520,-41.992,-24.902,-38.086,-51.758,0.000
1676160252.524,-39.551,-26.855,-41.992,-43.457,0.000
1676160252.528,-13.672,-28.809,-44.434,-0.488,0.000
1676160252.532,-4.395,-28.809,-39.551,6.836,0.000
1676160252.536,-34.668,-27.344,-41.016,-33.691,0.000
1676160252.540,-46.875,-28.809,-43.945,-40.039,0.000
1676160252.544,-15.625,-25.391,-39.062,6.348,0.000
1676160252.548,9.766,-17.090,-29.785,36.621,0.000
1676160252.552,-6.348,-12.207,-26.855,-0.977,0.000
1676160252.555,-31.738,-17.578,-37.109,-34.180,0.000
1676160252.559,-19.043,-12.695,-45.410,-5.859,0.000
1676160252.563,-0.977,-10.254,-42.969,18.555,0.000
1676160252.567,-10.254,-12.207,-33.203,-0.488,0.000
1676160252.571,-27.344,-12.695,-25.391,-32.715,0.000
1676160252.575,-18.555,-13.672,-24.414,-20.996,0.000
1676160252.579,8.301,-5.859,-26.855,10.254,0.000
1676160252.583,3.906,-8.789,-35.645,-0.977,0.000
1676160252.587,-31.738,-21.484,-41.992,-38.574,0.000
1676160252.591,-24.902,-21.973,-37.598,-27.344,0.000
1676160252.595,4.883,-20.508,-33.691,12.207,0.000
1676160252.598,9.277,-19.043,-38.574,11.719,0.000
1676160252.602,-6.836,-11.719,-38.086,-27.832,0.000
1676160252.606,-21.973,-14.160,-34.668,-34.180,0.000
1676160252.610,-1.953,-19.531,-35.645,11.719,0.000
1676160252.614,17.578,-19.531,-32.715,19.043,0.000
1676160252.618,-6.348,-18.555,-36.133,-20.996,0.000
1676160252.622,-21.973,-18.066,-36.621,-37.109,0.000
1676160252.626,-3.418,-20.020,-30.762,-17.090,0.000
1676160252.630,16.113,-20.508,-36.621,0.488,0.000
1676160252.634,4.883,-14.160,-40.039,-12.207,0.000
1676160252.638,-20.020,-11.719,-31.250,-43.457,0.000
1676160252.641,-18.555,-17.090,-33.691,-40.039,0.000
1676160252.645,1.465,-20.996,-44.434,-17.578,0.000
1676160252.649,10.742,-13.672,-31.250,-4.883,0.000
1676160252.653,-8.301,-10.254,-22.949,-18.555,0.000
1676160252.657,-25.391,-18.555,-40.039,-35.156,0.000
1676160252.661,-4.395,-26.367,-41.992,-4.883,0.000
1676160252.665,11.719,-25.391,-35.645,2.930,0.000
1676160252.669,-4.883,-18.066,-37.598,-34.180,0.000
1676160252.673,-22.461,-14.648,-40.527,-43.945,0.000
1676160252.677,-2.930,-5.859,-41.504,-4.395,0.000
1676160252.680,30.762,-3.418,-40.527,22.461,0.000
1676160252.684,9.766,-17.578,-32.715,-13.184,0.000
1676160252.688,-27.344,-21.484,-34.668,-48.828,0.000
1676160252.692,-22.949,-19.531,-47.852,-33.691,0.000
1676160252.696,2.441,-18.555,-46.875,2.441,0.000
1676160252.700,-1.953,-25.391,-40.527,-6.348,0.000
1676160252.704,-33.691,-28.809,-39.551,-49.316,0.000
1676160252.708,-29.297,-22.949,-38.086,-35.645,0.000
1676160252.712,-9.277,-21.484,-35.645,-5.859,0.000
1676160252.716,-15.625,-24.414,-41.504,-12.207,0.000
1676160252.720,-39.062,-29.297,-41.992,-42.480,0.000
1676160252.723,-35.156,-24.414,-40.527,-42.969,0.000
1676160252.727,-1.465,-19.043,-41.992,4.883,0.000
1676160252.731,15.625,-23.438,-41.016,15.137,0.000
1676160252.735,-7.324,-20.508,-37.598,-25.879,0.000
1676160252.739,-18.066,-14.648,-26.367,-26.855,0.000
1676160252.743,11.230,-14.648,-17.578,27.344,0.000
1676160252.747,18.555,-14.648,-30.273,32.227,0.000
1676160252.751,-2.441,-12.695,-37.109,-13.184,0.000
1676160252.755,-28.809,-16.113,-37.109,-37.109,0.000
1676160252.759,-23.438,-17.578,-41.016,-13.184,0.000
1676160252.763,-0.488,-13.672,-35.156,11.230,0.000
1676160252.766,-5.371,-10.254,-33.203,-4.883,0.000
1676160252.770,-28.320,-9.766,-38.574,-40.039,0.000
1676160252.774,-27.832,-11.230,-34.668,-34.668,0.000
1676160252.778,1.953,-10.742,-31.250,12.695,0.000
1676160252.782,2.441,-12.695,-31.250,9.766,0.000
1676160252.786,-22.461,-13.672,-30.762,-32.715,0.000
1676160252.790,-38.574,-21.973,-35.156,-39.551,0.000
1676160252.794,-24.414,-25.879,-36.621,-15.625,0.000
1676160252.798,6.836,-18.555,-29.785,-0.977,0.000
1676160252.802,0.000,-13.184,-34.668,-20.996,0.000
1676160252.805,-27.832,-12.695,-44.434,-46.387,0.000
1676160252.809,-14.648,-15.137,-37.109,-22.949,0.000
1676160252.813,13.672,-15.137,-27.344,8.789,0.000
1676160252.817,5.859,-15.137,-27.832,-9.766,0.000
1676160252.821,-20.508,-11.719,-29.785,-40.527,0.000
1676160252.825,-18.066,-19.531,-32.715,-27.344,0.000
1676160252.829,6.836,-25.391,-28.320,11.230,0.000
1676160252.833,12.207,-19.531,-18.555,22.949,0.000
1676160252.837,-22.949,-16.602,-27.344,-21.484,0.000
1676160252.841,-40.527,-22.949,-35.156,-38.574,0.000
1676160252.845,-22.461,-29.297,-33.691,-1.953,0.000
1676160252.848,-21.484,-28.809,-38.574,-0.488,0.000
1676160252.852,-42.969,-23.438,-40.527,-36.133,0.000
1676160252.856,-47.852,-20.996,-34.668,-46.387,0.000
1676160252.860,-27.344,-24.902,-34.668,-17.090,0.000
1676160252.864,-8.301,-29.785,-36.133,2.441,0.000
1676160252.868,-18.555,-25.879,-38.086,-20.508,0.000
1676160252.872,-35.156,-26.367,-37.598,-43.945,0.000
1676160252.876,-15.625,-30.762,-28.320,-12.695,0.000
1676160252.880,13.184,-24.414,-30.762,23.926,0.000
1676160252.884,1.465,-17.090,-35.156,-6.348,0.000
1676160252.888,-29.297,-17.578,-35.645,-46.387,0.000
1676160252.891,-18.555,-14.648,-36.621,-30.762,0.000
1676160252.895,10.742,-19.043,-50.293,-5.371,0.000
1676160252.899,9.766,-23.926,-52.734,-11.230,0.000
1676160252.903,-14.160,-17.090,-43.945,-43.457,0.000
1676160252.907,-23.926,-15.137,-38.574,-42.480,0.000
1676160252.911,-2.930,-19.531,-38.086,0.488,0.000
1676160252.915,11.230,-23.926,-42.480,19.043,0.000
1676160252.919,-11.230,-24.414,-32.227,-14.160,0.000
1676160252.923,-26.855,-28.809,-27.344,-18.555,0.000
1676160252.927,-8.789,-21.973,-33.203,13.672,0.000
1676160252.930,4.883,-9.277,-35.156,10.742,0.000
1676160252.934,-17.090,-15.137,-38.086,-21.973,0.000
1676160252.938,-39.551,-21.484,-35.645,-41.016,0.000
1676160252.942,-25.879,-16.113,-32.227,-19.531,0.000
1676160252.946,-3.418,-19.531,-36.621,5.859,0.000
1676160252.950,-11.230,-20.508,-46.875,-11.230,0.000
1676160252.954,-39.062,-14.648,-46.875,-53.223,0.000
1676160252.958,-35.156,-17.578,-38.086,-49.316,0.000
1676160252.962,-6.836,-24.414,-36.133,-11.719,0.000
1676160252.966,-7.324,-23.926,-35.156,-9.766,0.000
1676160252.970,-29.785,-16.113,-39.062,-47.363,0.000
1676160252.973,-30.762,-11.719,-41.504,-49.805,0.000
1676160252.977,-1.465,-12.207,-29.785,6.348,0.000
1676160252.981,18.066,-13.672,-24.902,23.438,0.000
1676160252.985,-12.695,-21.973,-30.762,-20.508,0.000
1676160252.989,-34.668,-22.949,-31.250,-38.574,0.000
1676160252.993,-7.324,-20.996,-39.551,-9.766,0.000
1676160252.997,12.695,-27.832,-44.922,8.789,0.000
1676160253.001,-10.254,-29.297,-41.504,-16.602,0.000
1676160253.005,-33.691,-26.367,-37.109,-51.758,0.000
1676160253.009,-9.277,-23.926,-29.785,-22.461,0.000
1676160253.012,10.742,-30.273,-34.180,17.578,0.000
1676160253.016,-3.418,-28.320,-40.039,-13.672,0.000
1676160253.020,-30.762,-17.578,-42.969,-69.336,0.000
1676160253.024,-33.691,-18.066,-45.410,-49.316,0.000
1676160253.028,-6.348,-25.391,-40.039,11.230,0.000
1676160253.032,-4.395,-27.344,-35.156,4.395,0.000
1676160253.036,-32.715,-27.832,-32.227,-42.969,0.000
1676160253.040,-39.551,-27.344,-38.086,-45.410,0.000
1676160253.044,-16.113,-27.344,-47.363,-11.719,0.000
1676160253.048,0.488,-21.973,-42.480,-7.812,0.000
1676160253.052,-12.695,-14.160,-31.738,-35.645,0.000
1676160253.055,-38.086,-7.812,-26.367,-41.016,0.000
1676160253.059,-23.926,-8.789,-25.391,-12.207,0.000
1676160253.063,1.953,-17.578,-27.832,9.766,0.000
1676160253.067,-3.418,-8.301,-26.855,-15.137,0.000
1676160253.071,-24.902,-6.836,-29.785,-37.598,0.000
1676160253.075,-28.809,-21.484,-43.457,-22.949,0.000
1676160253.079,-11.230,-22.949,-49.316,-3.906,0.000
1676160253.083,0.488,-20.996,-40.039,4.883,0.000
1676160253.087,-20.020,-22.461,-41.992,-33.691,0.000
1676160253.091,-20.020,-18.066,-41.016,-40.039,0.000
1676160253.095,2.930,-18.555,-30.273,12.207,0.000
1676160253.098,9.277,-18.555,-21.973,17.090,0.000
1676160253.102,-7.812,-20.996,-22.949,-20.508,0.000
1676160253.106,-24.902,-28.320,-29.785,-32.715,0.000
1676160253.110,-3.418,-20.020,-34.180,-10.254,0.000
1676160253.114,21.973,-15.137,-34.180,12.207,0.000
1676160253.118,4.883,-18.066,-33.203,5.371,0.000
1676160253.122,-29.785,-17.578,-33.691,-28.320,0.000
1676160253.126,-20.020,-19.043,-30.273,-11.719,0.000
1676160253.130,0.977,-19.531,-31.738,16.602,0.000
1676160253.134,-11.230,-11.719,-30.762,-12.207,0.000
1676160253.138,-24.414,-2.930,-22.949,-42.480,0.000
1676160253.141,-17.090,-7.324,-27.832,-19.531,0.000
1676160253.145,3.906,-13.672,-30.762,17.090,0.000
1676160253.149,1.953,-17.578,-31.250,10.742,0.000
1676160253.153,-19.043,-19.531,-31.738,-21.973,0.000
1676160253.157,-21.973,-23.438,-34.180,-29.785,0.000
1676160253.161,-0.977,-19.531,-30.762,12.695,0.000
1676160253.165,14.160,-12.695,-27.832,32.227,0.000
1676160253.169,-18.066,-15.625,-34.668,-20.020,0.000
1676160253.173,-32.227,-11.230,-29.297,-40.039,0.000
1676160253.177,-2.930,-13.184,-30.762,-0.977,0.000
1676160253.180,5.371,-13.184,-39.062,18.555,0.000
1676160253.184,-17.578,-8.789,-28.809,-13.672,0.000
1676160253.188,-36.133,-16.113,-27.344,-35.645,0.000
1676160253.192,-20.508,-21.484,-31.250,-17.090,0.000
1676160253.196,-1.953,-20.508,-29.785,6.836,0.000
1676160253.200,-4.883,-9.277,-28.809,2.441,0.000
1676160253.204,-17.090,-9.766,-28.809,-25.879,0.000
1676160253.208,-15.137,-26.367,-25.391,-4.883,0.000
1676160253.212,-4.883,-30.273,-27.344,11.230,0.000
1676160253.216,1.953,-22.461,-32.227,-6.348,0.000
1676160253.220,-20.020,-14.648,-31.250,-34.180,0.000
1676160253.223,-31.738,-13.672,-36.621,-39.062,0.000
