timestamps,TP9,AF7,AF8,TP10,Right AUX
1676160124.297,-72.266,46.875,-1.465,-58.594,0.000
1676160124.301,-107.910,31.738,-26.367,-53.223,0.000
1676160124.305,-109.375,48.340,5.371,-84.473,0.000
1676160124.309,-170.410,51.270,38.086,-186.523,0.000
1676160124.313,-217.285,39.551,35.645,-220.215,0.000
1676160124.317,-204.590,36.133,28.320,-163.574,0.000
1676160124.321,-211.426,41.992,26.367,-183.105,0.000
1676160124.325,-263.184,48.340,26.367,-284.668,0.000
1676160124.329,-296.387,47.363,20.020,-323.730,0.000
1676160124.333,-251.465,44.434,20.996,-231.445,0.000
1676160124.336,-200.684,41.992,22.949,-159.180,0.000
1676160124.340,-192.871,54.199,36.133,-198.242,0.000
1676160124.344,-254.883,53.223,9.277,-296.875,0.000
1676160124.348,-257.324,36.621,-16.602,-252.441,0.000
1676160124.352,-157.715,46.875,1.953,-113.281,0.000
1676160124.356,-143.555,43.457,3.906,-147.949,0.000
1676160124.360,-200.195,31.738,-9.277,-242.188,0.000
1676160124.364,-181.152,35.645,-24.902,-191.895,0.000
1676160124.368,-87.891,46.387,-18.066,-35.645,0.000
1676160124.372,-59.570,38.574,-15.137,8.301,0.000
1676160124.376,-113.281,18.066,-31.250,-99.609,0.000
1676160124.379,-120.605,6.836,-48.340,-107.422,0.000
1676160124.383,-22.461,12.207,-42.480,50.293,0.000
1676160124.387,31.250,2.930,-27.832,97.656,0.000
1676160124.391,-30.762,-28.320,-36.133,-45.898,0.000
1676160124.395,-39.062,-35.156,-29.297,-84.473,0.000
1676160124.399,38.086,-24.902,-23.438,42.969,0.000
1676160124.403,86.914,-17.578,-28.809,130.859,0.000
1676160124.407,68.848,-19.531,-43.945,78.125,0.000
1676160124.411,37.598,-22.949,-48.828,6.348,0.000
1676160124.415,59.082,-23.438,-42.480,63.965,0.000
1676160124.419,110.352,-17.090,-42.480,165.527,0.000
1676160124.422,110.840,-6.348,-37.598,143.555,0.000
1676160124.426,87.402,3.906,-20.508,68.848,0.000
1676160124.430,87.891,0.977,-30.273,92.285,0.000
1676160124.434,128.906,-8.789,-48.828,187.012,0.000
1676160124.438,144.043,-12.207,-60.059,196.289,0.000
1676160124.442,109.863,-3.906,-53.223,115.723,0.000
1676160124.446,119.629,1.953,-27.832,129.883,0.000
1676160124.450,130.859,-20.996,-54.688,185.547,0.000
1676160124.454,141.602,-25.879,-74.219,205.078,0.000
1676160124.458,136.719,-9.277,-51.270,154.297,0.000
1676160124.462,99.121,-14.160,-53.711,76.172,0.000
1676160124.465,108.398,-27.832,-75.684,132.812,0.000
1676160124.469,170.410,-22.949,-63.965,241.211,0.000
1676160124.473,173.340,-15.137,-46.875,200.684,0.000
